sample_id,source_hessian_file,sample_key,method_id,method_display_name,category,level_of_theory,atom_count,formula,mapped_nonisomeric_smiles,charge,spin,energy,hessian_shape,hessian_4d_shape,reference_hessian_shape,file_size_bytes,sha256,path,original_path
128,hessian_0.h5,0083489d41ef57af8d7be5ae38cfde63,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,15,C6H6FNS,[N:1]([c:2]1[c:3]([H:12])[c:4]([H:13])[c:5]([H:14])[c:6]([F:7])[c:8]1[S:9][H:15])([H:10])[H:11],0,0,-785.0501998526254,45x45,15x15x3x3,45x45,63256,f07b59ab680c13c61a78323f8c0a8decdb8229e1bef9cea944f48dc195fa8f8b,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_00128.h5,results/hessians/no_df/hessian_0_sample_128_pyscf.h5
132,hessian_0.h5,0084ffeec6925b4a944a37f1acefdf22,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,18,C8H7NOS,[O:1]=[C:2]1[C:3]([H:12])([H:13])[N:4]([H:14])[c:5]2[c:6]([H:15])[c:7]([H:16])[c:8]([H:17])[c:9]([H:18])[c:10]2[S:11]1,0,0,-837.2425788744168,54x54,18x18x3x3,54x54,84640,d182b12a341771ea15dda617384037a2229cfc9512030e5443b83d539963c4a6,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_00132.h5,results/hessians/no_df/hessian_0_sample_132_pyscf.h5
220,hessian_0.h5,00eba27f305a5896aa01d763ba3114ed,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,8,C4H2BO,[B:1]1=[C-:2][C:3](=[O:4])[C:5]([H:7])=[C:6]1[H:8],-1,0,-253.57249882521893,24x24,8x8x3x3,24x24,28480,3be39de4cb57a43ceab3a59f6f28aea5ee1addd9f64fb6a7dd6d670f3e4e927b,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_00220.h5,results/hessians/no_df/hessian_0_sample_220_pyscf.h5
316,hessian_0.h5,015c245aa8b8526dae04e673589ee870,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,12,C6H2BrFN2,[N:1]#[C:2][c:3]1[n:4][c:5]([H:11])[c:6]([F:7])[c:8]([H:12])[c:9]1[Br:10],0,0,-3013.2146190809117,36x36,12x12x3x3,36x36,45760,7bcf1e06885dbd3888ac7e27dd7e8cdf7a60a90fdf114341f05345fc183b1f9a,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_00316.h5,results/hessians/no_df/hessian_0_sample_316_pyscf.h5
318,hessian_0.h5,0161ee3eb9e055af86a452a5baa943e6,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,12,C3H5N3S,[H:1][C:2]([S:3][c:6]1[n:7][n:10]([H:12])[c:9]([H:11])[n:8]1)([H:4])[H:5],0,0,-679.7638716429392,36x36,12x12x3x3,36x36,45760,41a134232cce53435d8bac516d1d3defdb12d93cb7bf21d7be5724e468119937,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_00318.h5,results/hessians/no_df/hessian_0_sample_318_pyscf.h5
451,hessian_0.h5,01f44eabdd4256919c611036296b873b,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,11,C2H6F2N,[N+:1]([C:2]([C:3]([F:4])([F:5])[H:11])([H:9])[H:10])([H:6])([H:7])[H:8],1,0,-334.0336623417213,33x33,11x11x3x3,33x33,40792,833ff579a642d6018ad8fb1ea6b4a0052d30ca4d1ab69093f8babd2f31bdb640,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_00451.h5,results/hessians/no_df/hessian_0_sample_451_pyscf.h5
462,hessian_0.h5,01fcfded89cc53fc92822ad0f68552a2,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,15,C5H7F3,[C:1]([C:2]1([H:12])[C:3]([H:13])([H:14])[C:4]1([C:5]([F:6])([F:7])[F:8])[H:15])([H:9])([H:10])[H:11],0,0,-494.3149656525149,45x45,15x15x3x3,45x45,63256,6bd4d957107ab1c30f426d8b984a340dbc69e2cff675b209142c29064107099c,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_00462.h5,results/hessians/no_df/hessian_0_sample_462_pyscf.h5
895,hessian_0.h5,03b95d58b5355695bf36429961fb22c3,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,12,C4H6O2,[H:1][C:2]([H:3])([H:4])[C:5]1([C:6](=[O:9])[H:10])[O:7][C:8]1([H:11])[H:12],0,0,-306.44145991118285,36x36,12x12x3x3,36x36,45760,ce9b4d33bbe547505d6b1bbb7f3b191bcee8c2ddff0a77f259b8b27ac45e6702,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_00895.h5,results/hessians/no_df/hessian_0_sample_895_pyscf.h5
913,hessian_0.h5,03c8737573b85441a4f97a8caa7c2f0d,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,13,C5H2Cl4N2,[N:1]([c:2]1[c:3]([Cl:4])[n:5][c:6]([Cl:7])[c:8]([Cl:9])[c:10]1[Cl:11])([H:12])[H:13],0,0,-2142.040513796194,39x39,13x13x3x3,39x39,51160,6f16c4f225e2090869faa20216b9d6ac87dd9c544856731661118199da84df02,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_00913.h5,results/hessians/no_df/hessian_0_sample_913_pyscf.h5
1229,hessian_0.h5,051f9404b7905362a28d016c604c7174,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,10,CH4FNO2Si,[C:1](=[O:2])([N:3]([Si:4]([H:8])([H:9])[H:10])[H:7])[O:5][F:6],0,0,-635.0034461317478,30x30,10x10x3x3,30x30,36256,d5575ba7383c698171ab6e20061d099af706de193820812529aa8c9212ce3f4b,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_01229.h5,results/hessians/no_df/hessian_0_sample_1229_pyscf.h5
2850,hessian_0.h5,0bbb65ff0c9a5660939073b37678d16b,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,8,C2H4S2,[C:1]1([H:5])([H:6])[S:2][C:3]([H:7])([H:8])[S:4]1,0,0,-874.9465936272007,24x24,8x8x3x3,24x24,28480,f1853ec0302a36de900d048b5966be07730c9a8bf8389b14b0dd7df0466d5509,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_02850.h5,results/hessians/no_df/hessian_0_sample_2850_pyscf.h5
3155,hessian_0.h5,0cfb1ff13ab75b41bcdb1c082b31ee49,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,10,CH5NO2S,[N:1]([S+:2]([O-:5])[O:6][C:7]([H:8])([H:9])[H:10])([H:3])[H:4],0,0,-644.4881610381241,30x30,10x10x3x3,30x30,36256,d639005aaec8facd5917442539f104e7a032baebf69f3b8fce70d1df4706a9a9,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_03155.h5,results/hessians/no_df/hessian_0_sample_3155_pyscf.h5
3453,hessian_0.h5,0e2f727d8f3158669ffb9f355545a3cb,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,10,C3H4FN2,[F:1][c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[n+:6]1[H:10],1,0,-325.8442654550913,30x30,10x10x3x3,30x30,36256,3bd96b975dcec4b1ac8d03e1831a5c4853fc8f0c924cbddbe40576cac8e783b0,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_03453.h5,results/hessians/no_df/hessian_0_sample_3453_pyscf.h5
3758,hessian_0.h5,0f8e6a3401fd5c10b15bf2ba7d80b3cd,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,10,CH6OSi2,[C:1]([Si:2]([H:7])([H:8])[H:9])([Si:3](=[O:4])[H:10])([H:5])[H:6],0,0,-695.9071838163331,30x30,10x10x3x3,30x30,36256,af026b262a6d95c5c8d0fa0ab615c6e45d99ab41094783d00ce89babc0f81de2,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_03758.h5,results/hessians/no_df/hessian_0_sample_3758_pyscf.h5
3860,hessian_0.h5,0fea7dc174005204b18f47830ca20905,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,5,H4Si,[Si:1]([H:2])([H:3])([H:4])[H:5],0,0,-291.8453606484924,15x15,5x5x3x3,15x15,20304,ec38ecc78d701cb005367956a3f6a6644e143dc1e3bf4ee88b9aec92cb1e8ac0,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_03860.h5,results/hessians/no_df/hessian_0_sample_3860_pyscf.h5
9719,hessian_0.h5,280e16f57201518dba1c8e795b01b191,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,5,H2Cl2Si,[H:1][Si:2]([H:3])([Cl:4])[Cl:5],0,0,-1211.1618124950555,15x15,5x5x3x3,15x15,20304,30132485bb9a394d9d88131b9db241c7329b2b377ca9f6eda626a432ec57305a,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_09719.h5,results/hessians/no_df/hessian_0_sample_9719_pyscf.h5
47783,hessian_0.h5,c5fbf1f07e8c5eb1934fdd4cfc6b0b05,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,3,B2S,[B:1]1=[B:2][S:3]1,0,0,-447.7378862301794,9x9,3x3x3x3,9x9,16152,f7d3dd1df169bf08f4d94e475a19bc4fd375f76fd704005a98a3a45c515fc6bf,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_47783.h5,results/hessians/no_df/hessian_0_sample_47783_pyscf.h5
26,hessian_0.h5,001c62a118f7533b8c59b976f9c7d3d2,pyscf_wb97m_v_def2_tzvpd_density_fit,PySCF wB97M-V/def2-TZVPD with density fitting,dft,wB97M-V/def2-TZVPD analytic Hessians with density fitting,20,C6H8N6,[C:1]([c:2]1[n:3][c:4]([N:5]([H:16])[H:17])[n:6][c:7]2[n:8][n:9][n:10]([C:11]([H:18])([H:19])[H:20])[c:12]12)([H:13])([H:14])[H:15],0,0,-561.9779045913481,60x60,20x20x3x3,60x60,101056,c2da311fb30a2d498724968c956d0f9da9b77e286b6824e827bc80e0071ceb94,hessians/pyscf/wb97m_v_def2_tzvpd_density_fit/hessian_0_sample_00026.h5,results/hessians/df/hessian_0_sample_26_pyscf_df.h5
33,hessian_0.h5,002507cb64815682913f76bbf13e90a1,pyscf_wb97m_v_def2_tzvpd_density_fit,PySCF wB97M-V/def2-TZVPD with density fitting,dft,wB97M-V/def2-TZVPD analytic Hessians with density fitting,24,C12H10N2,[C:1]([c:2]1[c:3]([H:18])[n:4][c:5]2[c:6]([H:19])[c:7]([H:20])[c:8]([H:21])[c:9]([C:10]#[N:11])[c:12]2[c:13]1[C:14]([H:22])([H:23])[H:24])([H:15])([H:16])[H:17],0,0,-572.7943712655342,72x72,24x24x3x3,72x72,139072,e3ee484f840de2ab87223ff33b94392b1576ed843854feb4d092b99b8b199b4e,hessians/pyscf/wb97m_v_def2_tzvpd_density_fit/hessian_0_sample_00033.h5,results/hessians/df/hessian_0_sample_33_pyscf_df.h5
35,hessian_0.h5,0028723809a658a1932e24a9e8e0475b,pyscf_wb97m_v_def2_tzvpd_density_fit,PySCF wB97M-V/def2-TZVPD with density fitting,dft,wB97M-V/def2-TZVPD analytic Hessians with density fitting,15,C7H6BN,[b:1]1[c:2]([C:7]#[C:8][C:9]([H:13])([H:14])[H:15])[c:3]([H:10])[n:4][c:5]([H:11])[c:6]1[H:12],0,0,-349.8238166619766,45x45,15x15x3x3,45x45,63256,2c905ec0663b53f2dbdf55efd674c6bdd06b9706c90c29653edf7af23bddb62c,hessians/pyscf/wb97m_v_def2_tzvpd_density_fit/hessian_0_sample_00035.h5,results/hessians/df/hessian_0_sample_35_pyscf_df.h5
67,hessian_0.h5,0044176590155a78b7dd9262c0d56a42,pyscf_wb97m_v_def2_tzvpd_density_fit,PySCF wB97M-V/def2-TZVPD with density fitting,dft,wB97M-V/def2-TZVPD analytic Hessians with density fitting,18,C6H8N2O2,[C:1]([C:2]([O:6][C:9](=[O:10])[C:11]1=[C:12]([H:14])[C:15]([H:17])([H:18])[N:16]=[N:13]1)([H:7])[H:8])([H:3])([H:4])[H:5],0,0,-493.3748537005158,54x54,18x18x3x3,54x54,84640,64e058004f5ed7716d57641fa3dd226344631f68a25f831e36d7efde00bd8094,hessians/pyscf/wb97m_v_def2_tzvpd_density_fit/hessian_0_sample_00067.h5,results/hessians/df/hessian_0_sample_67_pyscf_df.h5
220,hessian_0.h5,00eba27f305a5896aa01d763ba3114ed,pyscf_wb97m_v_def2_tzvpd_density_fit,PySCF wB97M-V/def2-TZVPD with density fitting,dft,wB97M-V/def2-TZVPD analytic Hessians with density fitting,8,C4H2BO,[B:1]1=[C-:2][C:3](=[O:4])[C:5]([H:7])=[C:6]1[H:8],-1,0,-253.57254395023222,24x24,8x8x3x3,24x24,28480,249fc67862519f06df53c8ad1ccadfe205774ce8227a5a762348ce7899fa4a0a,hessians/pyscf/wb97m_v_def2_tzvpd_density_fit/hessian_0_sample_00220.h5,results/hessians/df/hessian_0_sample_220_pyscf_df.h5
316,hessian_0.h5,015c245aa8b8526dae04e673589ee870,pyscf_wb97m_v_def2_tzvpd_density_fit,PySCF wB97M-V/def2-TZVPD with density fitting,dft,wB97M-V/def2-TZVPD analytic Hessians with density fitting,12,C6H2BrFN2,[N:1]#[C:2][c:3]1[n:4][c:5]([H:11])[c:6]([F:7])[c:8]([H:12])[c:9]1[Br:10],0,0,-3013.2146699404902,36x36,12x12x3x3,36x36,45760,794e9e4c5bf1dde1c4279b469591de74d60bfd26962e4ebea0d342d9b1a2ff69,hessians/pyscf/wb97m_v_def2_tzvpd_density_fit/hessian_0_sample_00316.h5,results/hessians/df/hessian_0_sample_316_pyscf_df.h5
1229,hessian_0.h5,051f9404b7905362a28d016c604c7174,pyscf_wb97m_v_def2_tzvpd_density_fit,PySCF wB97M-V/def2-TZVPD with density fitting,dft,wB97M-V/def2-TZVPD analytic Hessians with density fitting,10,CH4FNO2Si,[C:1](=[O:2])([N:3]([Si:4]([H:8])([H:9])[H:10])[H:7])[O:5][F:6],0,0,-635.0035244606797,30x30,10x10x3x3,30x30,36256,72851e356fec0ad3698e170c31c6833ce622af721481c0bd1af34bf4e606a1d6,hessians/pyscf/wb97m_v_def2_tzvpd_density_fit/hessian_0_sample_01229.h5,results/hessians/df/hessian_0_sample_1229_pyscf_df.h5
3860,hessian_0.h5,0fea7dc174005204b18f47830ca20905,pyscf_wb97m_v_def2_tzvpd_density_fit,PySCF wB97M-V/def2-TZVPD with density fitting,dft,wB97M-V/def2-TZVPD analytic Hessians with density fitting,5,H4Si,[Si:1]([H:2])([H:3])([H:4])[H:5],0,0,-291.8454039185151,15x15,5x5x3x3,15x15,20304,b2be6b00334f65d56d411b6e0460241b8361f92b4bc15bab0d7376471de5bf15,hessians/pyscf/wb97m_v_def2_tzvpd_density_fit/hessian_0_sample_03860.h5,results/hessians/df/hessian_0_sample_3860_pyscf_df.h5
47783,hessian_0.h5,c5fbf1f07e8c5eb1934fdd4cfc6b0b05,pyscf_wb97m_v_def2_tzvpd_density_fit,PySCF wB97M-V/def2-TZVPD with density fitting,dft,wB97M-V/def2-TZVPD analytic Hessians with density fitting,3,B2S,[B:1]1=[B:2][S:3]1,0,0,-447.73789375321365,9x9,3x3x3x3,9x9,16152,f74f51dd0c20bfe7c55f4aaff8500a67c67c3cfa3653a632e6ec94b3fd93964a,hessians/pyscf/wb97m_v_def2_tzvpd_density_fit/hessian_0_sample_47783.h5,results/hessians/df/hessian_0_sample_47783_pyscf_df.h5
9,hessian_0.h5,0009dae6f0515e3a81cc8ada917f4fbb,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,32,C8H18O5Si,[C:1]([C:2]([O:3][Si:4]([C:5]([C:6](=[O:7])[O:8][H:22])([H:20])[H:21])([O:9][C:10]([C:11]([H:25])([H:26])[H:27])([H:23])[H:24])[O:12][C:13]([C:14]([H:30])([H:31])[H:32])([H:28])[H:29])([H:18])[H:19])([H:15])([H:16])[H:17],0,1,-26707.56462573829,96x96,,96x96,163840,dc0346277995ee22dbb582a918df307ebf58f8e525f03bf14d992eb70432707c,hessians/ml/uma_s_1p2_omol/hessian_0_sample_00009.h5,results/hessians/uma/hessian_0_sample_9_uma_s_1p2.h5
11,hessian_0.h5,000a87a04e015bbba8711c2502c9e1a0,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,28,C11H13NO3,[H:1][C:2]([O:3][C:6](=[O:7])[C:8]1([H:9])[C:10]([H:12])([H:13])[N:14]([C:15]([H:26])([H:27])[H:28])[c:16]2[c:17]([H:19])[c:20]([H:21])[c:22]([H:23])[c:24]([H:25])[c:18]2[O:11]1)([H:4])[H:5],0,1,-19250.25497914818,84x84,,84x84,129280,cf1bbcbf6f342f64116afe7c8c72fd374c2af08656eecbc08b4169bbcf3d4dc8,hessians/ml/uma_s_1p2_omol/hessian_0_sample_00011.h5,results/hessians/uma/hessian_0_sample_11_uma_s_1p2.h5
12,hessian_0.h5,000c3b6bdc0155b4823db844e4a5f1ad,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,28,C13H12N2O,[N:1]([C:2]([c:5]1[c:8]([H:10])[c:11]2[c:12]([o:9]1)[c:14]([C:15]([H:26])([H:27])[H:28])[n:16][c:17]1[c:13]2[c:24]([H:25])[c:22]([H:23])[c:20]([H:21])[c:18]1[H:19])([H:6])[H:7])([H:3])[H:4],0,1,-18703.71170495778,84x84,,84x84,129280,692ef24a7be55b722e5ddab6914d08c8ae7a6908363f8470c65716f0bf8f8dca,hessians/ml/uma_s_1p2_omol/hessian_0_sample_00012.h5,results/hessians/uma/hessian_0_sample_12_uma_s_1p2.h5
16,hessian_0.h5,000fd7eca6e55443802738cca9447985,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,25,C10H11ClFNO,[C:1]([N:2]([C:3](=[O:5])[C:6]([c:7]1[c:10]([H:12])[c:13]([H:14])[c:15]([F:16])[c:17]([Cl:18])[c:11]1[H:19])([H:8])[H:9])[C:4]([H:23])([H:24])[H:25])([H:20])([H:21])[H:22],0,1,-29326.295098969473,75x75,,75x75,104368,032c38e85b6c3dd1612ecd48a470d1fb5cbac49b581a0446020995b20c830847,hessians/ml/uma_s_1p2_omol/hessian_0_sample_00016.h5,results/hessians/uma/hessian_0_sample_16_uma_s_1p2.h5
25,hessian_0.h5,001be61866c65885aa4f0af4ec1bb4bd,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,26,C11H13NO,[C:1](=[C:2]([C:5](=[O:7])[N:8]([C:9]([H:11])([H:12])[H:13])[c:10]1[c:14]([H:16])[c:17]([H:18])[c:19]([H:20])[c:21]([H:22])[c:15]1[C:23]([H:24])([H:25])[H:26])[H:6])([H:3])[H:4],0,1,-15155.185319213173,78x78,,78x78,111712,c9fd5406f8e78e22137882560859c0ba68d09b67cf7b27169398783882cb08d9,hessians/ml/uma_s_1p2_omol/hessian_0_sample_00025.h5,results/hessians/uma/hessian_0_sample_25_uma_s_1p2.h5
26,hessian_0.h5,001c62a118f7533b8c59b976f9c7d3d2,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,20,C6H8N6,[C:1]([c:2]1[n:3][c:4]([N:5]([H:16])[H:17])[n:6][c:7]2[n:8][n:9][n:10]([C:11]([H:18])([H:19])[H:20])[c:12]12)([H:13])([H:14])[H:15],0,1,-15292.206759319644,60x60,,60x60,71968,c3f7075c947c845a9025759940342cce6d5b72d4b5e11286a5ec80f43729a4e2,hessians/ml/uma_s_1p2_omol/hessian_0_sample_00026.h5,results/hessians/uma/hessian_0_sample_26_uma_s_1p2.h5
27,hessian_0.h5,001d1c065d31514eba015eb557376d4b,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,30,C9H15N3O2Si,[C:1]([C:2](=[O:3])[c:4]1[n:5][c:6]([O:11][Si:12]([C:13]([H:22])([H:23])[H:24])([C:14]([H:25])([H:26])[H:27])[C:15]([H:28])([H:29])[H:30])[n:7][c:8]([H:19])[c:9]1[N:10]([H:20])[H:21])([H:16])([H:17])[H:18],0,1,-26022.046002128096,90x90,,90x90,145984,cf7b889c9854997e6fd9b85d1ed067e1c72e4ed963ac89bf639f878fe1ea90d0,hessians/ml/uma_s_1p2_omol/hessian_0_sample_00027.h5,results/hessians/uma/hessian_0_sample_27_uma_s_1p2.h5
31,hessian_0.h5,0022893bf54c5d69b2f96b3cf91b343d,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,22,C6H13FNO,[C:1]([N+:2]1([H:13])[C:3]([H:14])([H:15])[C:4]([H:16])([H:17])[C:5]([F:6])([H:18])[C:7]([O:8][H:20])([H:19])[C:9]1([H:21])[H:22])([H:10])([H:11])[H:12],1,1,-12681.867088957546,66x66,,66x66,84064,9d592daa137a7ed3cc4954b2e6741a0914d0d549fe8cec43a5dd131c530166b1,hessians/ml/uma_s_1p2_omol/hessian_0_sample_00031.h5,results/hessians/uma/hessian_0_sample_31_uma_s_1p2.h5
33,hessian_0.h5,002507cb64815682913f76bbf13e90a1,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,24,C12H10N2,[C:1]([c:2]1[c:3]([H:18])[n:4][c:5]2[c:6]([H:19])[c:7]([H:20])[c:8]([H:21])[c:9]([C:10]#[N:11])[c:12]2[c:13]1[C:14]([H:22])([H:23])[H:24])([H:15])([H:16])[H:17],0,1,-15586.536968140932,72x72,,72x72,97312,811c760ab1599a09c18eddd11bb59d630dbb322f852c17c64b980e8c8dce75b3,hessians/ml/uma_s_1p2_omol/hessian_0_sample_00033.h5,results/hessians/uma/hessian_0_sample_33_uma_s_1p2.h5
35,hessian_0.h5,0028723809a658a1932e24a9e8e0475b,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,15,C7H6BN,[b:1]1[c:2]([C:7]#[C:8][C:9]([H:13])([H:14])[H:15])[c:3]([H:10])[n:4][c:5]([H:11])[c:6]1[H:12],0,1,-9519.210552735321,45x45,,45x45,46768,f38a513d1395131047e8d36654e78218596e622fc90247157f2849174edd3dbc,hessians/ml/uma_s_1p2_omol/hessian_0_sample_00035.h5,results/hessians/uma/hessian_0_sample_35_uma_s_1p2.h5
37,hessian_0.h5,002ca27674e05dd2aea09939e2ea55e1,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,20,C9H7ClN2S,[Cl:1][c:2]1[n:3][c:5]([C:6]([c:8]2[c:11]([H:14])[c:13]([H:16])[c:15]([H:18])[c:17]([H:19])[c:12]2[H:20])([H:9])[H:10])[n:7][s:4]1,0,1,-35784.6424647549,60x60,,60x60,71968,0f2eb72d749e1cf514c237c7b7bb819574a44e11418f8eb85f27315aa489440e,hessians/ml/uma_s_1p2_omol/hessian_0_sample_00037.h5,results/hessians/uma/hessian_0_sample_37_uma_s_1p2.h5
38,hessian_0.h5,002d2c5b7dd55a838046bf935d51781e,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,32,C10H13BrN2O4S2,[O:1]=[S:2](=[O:3])([N:4]([S:6](=[O:8])(=[O:9])[N:10]1[C:11]([H:13])([H:14])[C:15]([H:16])([H:17])[c:18]2[c:19]([H:21])[c:22]([H:23])[c:24]([Br:25])[c:26]([H:27])[c:20]2[C:12]1([H:28])[H:29])[H:7])[C:5]([H:30])([H:31])[H:32],0,1,-113463.66095160738,96x96,,96x96,163840,ddfe7aafa0578809d94813516a750973cb0a12c075f44f94b7163fa4393fcfcb,hessians/ml/uma_s_1p2_omol/hessian_0_sample_00038.h5,results/hessians/uma/hessian_0_sample_38_uma_s_1p2.h5
39,hessian_0.h5,002de88834ca5a90aa95a1c807d9c3a7,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,24,C10H9ClN2O2,[C:1]([O:2][C:3](=[O:4])[n:5]1[n:6][c:8]([C:9]([H:22])([H:23])[H:24])[c:10]2[c:7]1[c:16]([H:18])[c:15]([H:17])[c:12]([Cl:14])[c:11]2[H:13])([H:19])([H:20])[H:21],0,1,-30113.96260912704,72x72,,72x72,97312,bb72f4fec08f9320debdb487d2f7042fc242042e878186110dc6bd7e903f8789,hessians/ml/uma_s_1p2_omol/hessian_0_sample_00039.h5,results/hessians/uma/hessian_0_sample_39_uma_s_1p2.h5
40,hessian_0.h5,002e7c0f265359448bd1cd69afe866a2,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,34,C15H14ClN3O,[O:1]=[c:2]1[c:3]([Cl:5])[c:6]([C:7]([H:29])([H:30])[H:31])[n:8]([H:9])[c:10]2[n:4]1[n:15][c:13]([C:14]([c:16]1[c:19]([H:21])[c:22]([H:23])[c:24]([H:25])[c:26]([H:27])[c:20]1[H:28])([H:17])[H:18])[c:11]2[C:12]([H:32])([H:33])[H:34],0,1,-34822.85042073747,102x102,,102x102,182848,c70489c1cebdecc6ee2c1dae19ea5cbda34eb2eab246fe0a2ffe024488aa3359,hessians/ml/uma_s_1p2_omol/hessian_0_sample_00040.h5,results/hessians/uma/hessian_0_sample_40_uma_s_1p2.h5
56,hessian_0.h5,003a984206be5840b2277c37bfcedc59,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,15,C5H8F2,[C:1]([C:2]1([H:11])[C:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C:5]1([F:6])[F:7])([H:8])([H:9])[H:10],0,1,-10748.97615880878,45x45,,45x45,46768,d814f1f7093859c71f5e1167e6dc4dac382ec9d38a3ef83b417c1f2411f6dfcf,hessians/ml/uma_s_1p2_omol/hessian_0_sample_00056.h5,results/hessians/uma/hessian_0_sample_56_uma_s_1p2.h5
